cohort,cust_id,org_id
4,12743,12495
4,12732,12484
4,12720,12472
4,12713,12465
4,12709,12461
4,12705,12457
4,12700,12452
4,12689,397
4,12665,12418
4,12664,12417
4,12650,12403
4,12618,12372
4,12608,12362
4,12584,12338
4,12557,12310
4,12543,12300
4,12532,12289
4,12510,12268
4,12505,12263
4,12488,12246
4,12483,12241
4,12478,12236
4,12470,12228
4,12469,12227
4,12463,12221
4,12432,12190
4,12406,12164
4,12400,12158
4,12355,12114
4,12344,12103
4,12330,12089
4,12319,12078
4,12307,12068
4,12296,12057
4,12277,12039
4,12271,12033
4,12255,12017
4,12253,12015
4,12248,12010
4,12247,12009
4,12228,11990
4,12212,11974
4,12210,11972
4,12209,11971
4,12202,11964
4,12195,11953
4,12189,11952
4,12185,11948
4,12176,11939
4,12175,11938
4,12172,11935
4,12166,11929
4,12159,11922
4,12147,11910
4,12145,11908
4,12140,11903
4,12135,11898
4,12132,11895
4,12131,11894
4,12113,11877
4,12090,11855
4,12066,11831
4,12026,11792
4,12023,11789
4,12022,11788
4,12017,11783
4,11999,11765
4,11992,11758
4,11989,11755
4,11984,11750
4,11983,11749
4,11969,11735
4,11951,11717
4,11949,11715
4,11947,11713
4,11937,11703
4,11935,11701
4,11929,11695
4,11916,11682
4,11894,11660
4,11892,11658
4,11881,11647
4,11878,11644
4,11873,11639
4,11852,11621
4,11837,11606
4,11816,11585
4,11813,11582
4,11799,11568
4,11798,11567
4,11795,11564
4,11782,11551
4,11778,11547
4,11760,11529
4,11748,11517
4,11736,11505
4,11735,11504
4,11732,11501
4,11723,11492
4,11716,11485
4,11705,11474
4,11703,11472
4,11689,11458
4,11681,11450
4,11676,11445
4,11671,11440
4,11665,11434
4,11657,11426
4,11617,11386
4,11594,11363
4,11592,11361
4,11588,11357
4,11545,11314
4,11542,11311
4,11534,11303
4,11529,11298
4,11527,11296
4,11526,11295
4,11520,11289
4,11505,11275
4,11491,11262
4,11486,11257
4,11469,11242
4,11466,11239
4,11458,11231
4,11447,11220
4,11445,11218
4,11444,11217
4,11443,11216
4,11433,11206
4,11409,11186
4,11401,11178
4,11394,11171
4,11387,11166
4,11382,11161
4,11376,11155
4,11347,11126
4,11343,11122
4,11335,11114
4,11322,11101
4,11319,11098
4,11303,11082
4,11296,11075
4,11274,11054
4,11271,11051
4,11268,11048
4,11254,11034
4,11253,11033
4,11248,11028
4,11223,11004
4,11222,11003
4,11220,11001
4,11218,10999
4,11215,10996
4,11211,10992
4,11208,10989
4,11202,10983
4,11199,10980
4,11164,10945
4,11148,10929
4,11135,10916
4,11133,10914
4,11132,10913
4,11119,10900
4,11118,10899
4,11108,10889
4,11107,10888
4,11089,10870
4,11084,10865
4,11082,10863
4,11078,10859
4,11067,10848
4,11054,10836
4,11041,10823
4,11017,10799
4,11009,10791
4,10993,10775
4,10992,10774
4,10989,10771
4,10987,10769
4,10981,10763
4,10973,10755
4,10961,10743
4,10956,10738
4,10939,10721
4,10937,10719
4,10936,10718
4,10922,10704
4,10910,10692
4,10906,10689
4,10868,10653
4,10854,10639
4,10849,10634
4,10848,10633
4,10843,10628
4,10838,10623
4,10832,10617
4,10829,10614
4,10803,10589
4,10799,10585
4,10796,10582
4,10790,10576
4,10780,10566
4,10775,10561
4,10752,10538
4,10735,10521
4,10732,10518
4,10693,10479
4,10682,10468
4,10680,10466
4,10674,10460
4,10666,10452
4,10663,10449
4,10655,10441
4,10633,10419
4,10627,10414
4,10612,10399
4,10610,10397
4,10605,10392
4,10603,10390
4,10594,10381
4,10563,10351
4,10558,10347
4,10541,10335
4,10535,10329
4,10524,10318
4,10523,10317
4,10507,10301
4,10504,10298
4,10499,10293
4,10439,10236
4,10435,10232
4,10434,10231
4,10429,10226
4,10425,10222
4,10424,10221
4,10422,10219
4,10414,10211
4,10412,10209
4,10384,10181
4,10375,10172
4,10373,10170
4,10365,10162
4,10361,10158
4,10359,10156
4,10345,10142
4,10329,10126
4,10323,10121
4,10320,10118
4,10313,10111
4,10296,10095
4,10278,10078
4,10272,10072
4,10264,10064
4,10263,10063
4,10258,10058
4,10256,10056
4,10243,10043
4,10224,10025
4,10211,10012
4,10203,10004
4,10197,9998
4,10182,9983
5,15178,14885
5,15172,14879
5,15169,14877
5,15161,14870
5,15158,14867
5,15154,14863
5,15143,14852
5,15137,14846
5,15126,14835
5,15122,14831
5,15112,14821
5,15107,14816
5,15101,14810
5,15068,14777
5,15058,14767
5,15052,14761
5,15051,14760
5,15034,14743
5,15033,14742
5,15032,14741
5,15031,14740
5,15027,14736
5,15021,14730
5,15002,14711
5,14996,14705
5,14983,14692
5,14954,14663
5,14949,14660
5,14932,14645
5,14928,14641
5,14919,14633
5,14917,14631
5,14902,14616
5,14895,14609
5,14879,14593
5,14873,14587
5,14870,14584
5,14864,14578
5,14861,14575
5,14854,14573
5,14847,14567
5,14845,14565
5,14843,14563
5,14817,14537
5,14815,14535
5,14799,14520
5,14788,14509
5,14781,14502
5,14778,14499
5,14767,14490
5,14738,14461
5,14737,14460
5,14733,14457
5,14723,14447
5,14716,14440
5,14714,14438
5,14700,14424
5,14694,14418
5,14689,14413
5,14687,14411
5,14672,14396
5,14665,14389
5,14652,14376
5,14638,14362
5,14634,14358
5,14622,14346
5,14621,14345
5,14592,14316
5,14584,14308
5,14575,14299
5,14562,14286
5,14561,14285
5,14550,14274
5,14529,14253
5,14489,14213
5,14464,14190
5,14445,14171
5,14442,14168
5,14435,14161
5,14427,14153
5,14424,14150
5,14411,14137
5,14392,14118
5,14388,14114
5,14381,14107
5,14375,14101
5,14369,14095
5,14363,14089
5,14352,14078
5,14343,14069
5,14341,14067
5,14335,14061
5,14334,14060
5,14327,14053
5,14275,14001
5,14258,13984
5,14255,13981
5,14252,13978
5,14224,13950
5,14205,13931
5,14203,13929
5,14200,13926
5,14187,13913
5,14169,13896
5,14149,13876
5,14148,13875
5,14147,13874
5,14143,13870
5,14121,13848
5,14107,13835
5,14094,13823
5,14089,13818
5,14072,13801
5,14042,13773
5,14022,13754
5,14013,13745
5,14010,13742
5,14005,13737
5,14001,13733
5,13996,13728
5,13961,13693
5,13957,13689
5,13955,13687
5,13949,13681
5,13945,13677
5,13927,13659
5,13907,13639
5,13903,13635
5,13893,13625
5,13886,13618
5,13879,13611
5,13877,13609
5,13860,13592
5,13856,13588
5,13840,13572
5,13815,13547
5,13812,13544
5,13805,13537
5,13790,13522
5,13786,13518
5,13781,13513
5,13780,13512
5,13718,13450
5,13711,13443
5,13708,13440
5,13695,13428
5,13681,13416
5,13678,13413
5,13664,13399
5,13641,13376
5,13630,13365
5,13627,13362
5,13626,13361
5,13568,13304
5,13552,13288
5,13532,13269
5,13514,13251
5,13506,13243
5,13456,13194
5,13451,13189
5,13430,13168
5,13423,13161
5,13413,13152
5,13411,13151
5,13409,13149
5,13400,13140
5,13390,13130
5,13387,13127
5,13385,13125
5,13384,13124
5,13381,13121
5,13369,13109
5,13365,13105
5,13355,13095
5,13348,13088
5,13345,13085
5,13331,13071
5,13329,13069
5,13327,13067
5,13320,13060
5,13315,13055
5,13307,13047
5,13304,13044
5,13293,13033
5,13230,12970
5,13226,12966
5,13221,12961
5,13209,12949
5,13208,12948
5,13201,12941
5,13159,12898
5,13150,12890
5,13146,12886
5,13140,12880
5,13122,12862
5,13110,12850
5,13109,12849
5,13107,12847
5,13104,12844
5,13087,12829
5,13079,12822
5,13077,12820
5,13059,12804
5,13044,12789
5,13040,12785
5,13028,12773
5,13023,12768
5,13010,12756
5,13003,12749
5,13001,12747
5,12980,12729
5,12970,12719
5,12928,12677
5,12917,12666
5,12913,12662
5,12911,12660
5,12900,12649
5,12893,12642
5,12858,12607
5,12840,12592
5,12835,12587
5,12827,12579
5,12822,12574
5,12815,12567
5,12789,12541
5,12787,12539
5,12783,12535
5,12775,12527
5,12768,12520
5,12757,12509
5,12754,12506
5,12753,12505
5,12748,12500
5,12745,12497
5,12738,12490
5,12730,12482
5,12718,12470
5,12711,12463
5,12676,12429
5,12673,12426
5,12667,12420
5,12639,12392
5,12630,12384
5,12623,12377
5,12614,12368
5,12606,12360
5,12598,12352
5,12594,12348
5,12579,12333
5,12562,12315
5,12554,12307
5,12546,12302
5,12537,12294
5,12530,12287
5,12506,12264
5,12502,12260
5,12500,12258
5,12499,12257
5,12475,12233
5,12466,12224
5,12453,12211
5,12451,12209
5,12450,12208
5,12445,12203
5,12444,12202
5,12442,12200
5,12438,12196
5,12425,12183
5,12415,12173
5,12412,12170
5,12403,12161
5,12393,12151
5,12390,12148
5,12367,12125
5,12357,12116
5,12345,12104
5,12339,12098
5,12338,12097
5,12333,12092
5,12332,12091
5,12310,12071
5,12303,12064
5,12265,12027
5,12250,12012
5,12238,12000
5,12234,11996
5,12225,11987
5,12216,11978
5,12213,11975
5,12207,11969
5,12204,11966
5,12193,11956
5,12187,11950
5,12181,11944
5,12174,11937
5,12162,11925
5,12155,11918
5,12152,11915
5,12146,11909
5,12138,11901
5,12116,11880
5,12095,11860
5,12081,11846
5,12080,11845
5,12079,11844
5,12069,11834
5,12031,11797
5,11995,11761
5,11985,11751
5,11979,11745
5,11974,11740
5,11963,11729
5,11962,11728
5,11952,11718
5,11950,11716
5,11925,11691
5,11890,11656
5,11889,11655
5,11885,11651
5,11880,11646
5,11875,11641
5,11870,11636
5,11855,11624
5,11847,11616
5,11828,11597
5,11794,11563
5,11781,11550
5,11766,11535
5,11759,11528
5,11745,11514
5,11714,11483
5,11709,11478
5,11708,11477
5,11679,11448
5,11659,11428
5,11637,11406
5,11633,11402
5,11629,11398
5,11619,11388
5,11602,11371
5,11568,11337
5,11554,11323
5,11552,11321
5,11537,11306
5,11519,11288
5,11518,11287
5,11488,11259
5,11470,11243
5,11468,11241
5,11463,11236
5,11435,11208
5,11427,11202
5,11408,11185
5,11402,11179
5,11366,11145
5,11357,11136
5,11333,11112
5,11332,11111
5,11331,11110
5,11309,11088
5,11304,11083
5,11298,11077
5,11283,11063
5,11270,11050
5,11252,11032
5,11247,11027
5,11245,11025
5,11244,11025
5,11236,11017
5,11225,11006
5,11205,10986
5,11195,10976
5,11186,10967
5,11184,10965
5,11165,10946
5,11138,10919
5,11127,10908
5,11126,10907
5,11125,10906
5,11103,10884
5,11101,10882
5,11095,10876
5,11090,10871
5,11088,10869
5,11077,10858
5,11047,10829
5,11025,10807
5,11010,10792
5,11007,10789
5,11006,10788
5,11001,10783
5,10978,10760
5,10971,10753
5,10965,10747
5,10938,10720
5,10935,10717
5,10931,10713
5,10923,10705
5,10920,10702
5,10917,10699
5,10916,10698
5,10907,10690
5,10897,10680
5,10893,10677
5,10891,10675
5,10876,10660
5,10873,10657
5,10870,10654
5,10862,10647
5,10852,10637
5,10836,10621
5,10806,10592
5,10787,10573
5,10782,10568
5,10756,10542
5,10731,10517
5,10728,10514
5,10711,10497
5,10708,10494
5,10694,10480
5,10667,10453
5,10656,10442
5,10653,10439
5,10649,10435
5,10645,10431
5,10642,10428
5,10635,10421
5,10631,10418
5,10619,10406
5,10617,10404
5,10606,10393
5,10599,10386
5,10596,10383
5,10595,10382
5,10588,10375
5,10584,10371
5,10565,10353
5,10564,10352
5,10554,10343
5,10547,10338
5,10539,10333
5,10537,10331
5,10530,10324
5,10528,10322
5,10526,10320
5,10510,10304
5,10506,10300
5,10470,10267
5,10445,10242
5,10440,10237
5,10432,10229
5,10419,10216
5,10418,10215
5,10411,10208
5,10409,10206
5,10394,10191
5,10338,10135
5,10334,10131
5,10327,8795
5,10326,10124
5,10308,10106
5,10303,10101
5,10295,10094
5,10291,10090
5,10282,10081
5,10270,10070
5,10242,10042
5,10241,10041
5,10236,10036
5,10232,10033
5,10194,9995
5,10192,9993
5,10176,9977
5,10175,9976
5,10167,9968
5,10164,9965
5,10162,9964
5,10159,9961
5,10156,9958
5,10151,9953
5,10146,9948
5,10145,9947
5,10126,9928
5,10111,9913
5,10100,9902
5,10084,9886
5,10069,9871
5,10064,9866
5,10063,9865
5,10061,9863
5,10058,9860
5,10054,9856
5,10053,9855
5,10047,9849
5,10028,9830
5,10020,9822
5,10003,9805
5,9994,9796
5,9988,9790
5,9984,9786
6,15159,14868
6,15142,14851
6,15134,14843
6,15128,14837
6,15119,14828
6,15102,14811
6,15096,14805
6,15083,14792
6,15080,14789
6,15074,14783
6,15071,14780
6,15056,14765
6,15030,14739
6,15026,14735
6,15015,14724
6,15011,14720
6,15010,14719
6,15005,14714
6,15004,14713
6,15000,14709
6,14998,14707
6,14979,14688
6,14948,14659
6,14946,14657
6,14941,14652
6,14939,14650
6,14935,14648
6,14923,14637
6,14914,14628
6,14903,14617
6,14887,14601
6,14871,14585
6,14850,14569
6,14837,14557
6,14828,14548
6,14823,14543
6,14822,14542
6,14821,14541
6,14810,14530
6,14805,3483
6,14794,14515
6,14792,14513
6,14785,14506
6,14776,14497
6,14769,14492
6,14762,14485
6,14736,14459
6,14725,14449
6,14720,14444
6,14708,14432
6,14697,14421
6,14696,14420
6,14693,14417
6,14692,14416
6,14664,14388
6,14663,14387
6,14642,14366
6,14629,14353
6,14625,14349
6,14618,14342
6,14607,14331
6,14605,14329
6,14581,14305
6,14578,14302
6,14577,14301
6,14564,14288
6,14551,14275
6,14539,14263
6,14534,14258
6,14522,14246
6,14520,14244
6,14510,14234
6,14506,14230
6,14505,14229
6,14488,14212
6,14483,14209
6,14474,14200
6,14470,14196
6,14466,14192
6,14463,14189
6,14453,14179
6,14451,14177
6,14436,14162
6,14430,14156
6,14418,14144
6,14412,14138
6,14406,14132
6,14404,14130
6,14385,14111
6,14366,14092
6,14351,14077
6,14338,14064
6,14324,14050
6,14323,14049
6,14322,14048
6,14311,14037
6,14306,14032
6,14302,14028
6,14295,14021
6,14286,14012
6,14284,14010
6,14283,14009
6,14272,13998
6,14261,13987
6,14247,13973
6,14239,13965
6,14238,13964
6,14218,13944
6,14198,13924
6,14186,13912
6,14176,13902
6,14166,13893
6,14154,13881
6,14146,13873
6,14141,13868
6,14140,13867
6,14139,13866
6,14137,13864
6,14133,13860
6,14126,13853
6,14123,13850
6,14112,13840
6,14109,13837
6,14108,13836
6,14106,13834
6,14101,13829
6,14090,13819
6,14065,13796
6,14041,13772
6,14008,13740
6,13998,13730
6,13995,13727
6,13983,13715
6,13978,13710
6,13960,13692
6,13952,13684
6,13942,13674
6,13941,13673
6,13924,13656
6,13914,13646
6,13883,13615
6,13848,13580
6,13843,13575
6,13836,13568
6,13823,13555
6,13813,13545
6,13810,13542
6,13806,13538
6,13798,13530
6,13795,13527
6,13783,13515
6,13743,13474
6,13742,13473
6,13736,13467
6,13734,13465
6,13715,13447
6,13714,13446
6,13696,13429
6,13677,13412
6,13676,13411
6,13635,13370
6,13631,13366
6,13608,13343
6,13607,13342
6,13584,13320
6,13583,13319
6,13581,13317
6,13579,13315
6,13567,13303
6,13559,13295
6,13554,13290
6,13551,13287
6,13547,13283
6,13524,13261
6,13520,13257
6,13518,13255
6,13508,13245
6,13491,13229
6,13490,13228
6,13487,13225
6,13486,13224
6,13476,13214
6,13475,13213
6,13472,13210
6,13471,13209
6,13470,13208
6,13465,13203
6,13458,13196
6,13450,13188
6,13448,13186
6,13438,13176
6,13433,13171
6,13429,13167
6,13410,13150
6,13406,13146
6,13404,13144
6,13367,13107
6,13361,13101
6,13349,13089
6,13346,13086
6,13342,13082
6,13328,13068
6,13325,13065
6,13311,13051
6,13306,13046
6,13284,13024
6,13276,13016
6,13267,13007
6,13265,13005
6,13251,12991
6,13248,12988
6,13240,12980
6,13233,12973
6,13231,12971
6,13219,12959
6,13212,12952
6,13205,12945
6,13204,12944
6,13195,12935
6,13194,12934
6,13190,12929
6,13176,12915
6,13158,12897
6,13141,12881
6,13082,12825
6,13066,12811
6,13055,12800
6,13053,12798
6,13051,12796
6,13029,12774
6,13024,12769
6,13011,12757
6,13002,12748
6,12981,12730
6,12976,12725
6,12974,12723
6,12958,12707
6,12956,12705
6,12955,12704
6,12951,12700
6,12939,12688
6,12923,12672
6,12920,12669
6,12907,12656
6,12881,12630
6,12874,12623
6,12870,12619
6,12864,12613
6,12860,12609
6,12859,12608
6,12837,12589
6,12830,12582
6,12807,12559
6,12805,12557
6,12796,12548
6,12791,12543
6,12780,12532
6,12777,12529
6,12771,12523
6,12755,12507
6,12726,12478
6,12699,12451
6,12696,12448
6,12692,12444
6,12687,12440
6,12679,12432
6,12672,12425
6,12666,12419
6,12642,12395
6,12621,12375
6,12611,12365
6,12609,12363
6,12592,12346
6,12586,12340
6,12580,12334
6,12577,12331
6,12576,12330
6,12570,12323
6,12563,12316
6,12555,12308
6,12553,12306
6,12542,12299
6,12533,12290
6,12528,12285
6,12526,12283
6,12515,12273
6,12503,12261
6,12501,12259
6,12498,12256
6,12485,12243
6,12479,12237
6,12476,12234
6,12472,12230
6,12468,12226
6,12467,12225
6,12465,12223
6,12460,12218
6,12459,12217
6,12458,12216
6,12452,12210
6,12439,12197
6,12411,12169
6,12409,12167
6,12407,12165
6,12399,12157
6,12394,12152
6,12388,12146
6,12386,12144
6,12384,12142
6,12383,12141
6,12380,12138
6,12359,12118
6,12350,12109
6,12331,12090
6,12327,12086
6,12323,12082
6,12320,12079
6,12315,12074
6,12298,12059
6,12297,12058
6,12280,12042
6,12274,12036
6,12270,12032
6,12262,12024
6,12251,12013
6,12246,12008
6,12231,11993
6,12224,11986
6,12203,11965
6,12199,11961
6,12194,11957
6,12171,11934
6,12156,11919
6,12128,11891
6,12119,11882
6,12106,11870
6,12096,11861
6,12094,11859
6,12089,11854
6,12082,11847
6,12077,11842
6,12074,11839
6,12068,11833
6,12061,11827
6,12043,11809
6,12035,11801
6,12030,11796
6,11991,11757
6,11946,11712
6,11944,11710
6,11938,11704
6,11927,11693
6,11924,11690
6,11918,11684
6,11917,11683
6,11909,11675
6,11905,11671
6,11883,11649
6,11863,11630
6,11862,11629
6,11851,11620
6,11844,11613
6,11840,11609
6,11835,11604
6,11812,11581
6,11811,11580
6,11810,11579
6,11808,11577
6,11803,11572
6,11790,11559
6,11777,11546
6,11774,11543
6,11772,11541
6,11770,11539
6,11756,11525
6,11749,11518
6,11743,11512
6,11734,11503
6,11727,11496
6,11710,11479
6,11695,11464
6,11686,11455
6,11680,11449
6,11656,11425
6,11647,11416
6,11641,11410
6,11640,11409
6,11618,11387
6,11615,11384
6,11604,11373
6,11601,11370
6,11598,11367
6,11597,11366
6,11587,11356
6,11585,11354
6,11563,11332
6,11557,11326
6,11535,11304
6,11522,11291
6,11515,11285
6,11508,11278
6,11500,11271
6,11464,11237
6,11456,11229
6,11424,11197
6,11414,11191
6,11412,11189
6,11411,11188
6,11407,11184
6,11406,11183
6,11396,11173
6,11370,11149
6,11363,11142
6,11358,11137
6,11356,11135
6,11348,11127
6,11338,11117
6,11337,11116
6,11334,11113
6,11330,11109
6,11308,11087
6,11302,11081
6,11290,11070
6,11251,11031
6,11249,11029
6,11238,11019
6,11234,11015
6,11214,10995
6,11213,10994
6,11198,10979
6,11191,10972
6,11177,10958
6,11166,10947
6,11129,10910
6,11120,10901
6,11109,10890
6,11099,10880
6,11068,10849
6,11065,10846
6,11060,10841
6,11059,10840
6,11044,10826
6,11032,10814
6,11031,10813
6,11022,10804
6,11021,10803
6,11019,10801
6,11012,10794
6,11008,10790
6,10988,10770
6,10986,10768
6,10967,10749
6,10966,10748
6,10952,10734
6,10951,10733
6,10948,10730
6,10941,10723
6,10930,10712
6,10928,10710
6,10874,10658
6,10814,10600
6,10793,10579
6,10791,10577
6,10762,10548
6,10753,10539
6,10738,10524
6,10734,10520
6,10733,10519
6,10724,10510
6,10705,10491
6,10704,10490
6,10683,10469
6,10673,10459
6,10651,10437
6,10647,10433
6,10634,10420
6,10608,10395
6,10597,10384
6,10593,10380
6,10578,10365
6,10576,10363
6,10562,10350
6,10542,10336
6,10538,10332
6,10493,10287
6,10492,10286
6,10476,10273
6,10471,10268
6,10453,10250
6,10449,10246
6,10443,10240
6,10436,10233
6,10416,10213
6,10400,10197
6,10397,10194
6,10391,10188
6,10367,10164
6,10353,10150
6,10346,10143
6,10336,10133
7,15168,14876
7,15157,14866
7,15131,14840
7,15121,14830
7,15109,14818
7,15108,14817
7,15104,14813
7,15092,14801
7,15089,14798
7,15076,14785
7,15072,14781
7,15070,14779
7,15059,14768
7,15057,14766
7,15038,14747
7,15036,14745
7,15029,14738
7,15024,14733
7,15001,14710
7,14990,14699
7,14981,14690
7,14978,14687
7,14977,14686
7,14971,14680
7,14968,14677
7,14965,14674
7,14962,14671
7,14959,14668
7,14957,14666
7,14956,14665
7,14936,14649
7,14934,14647
7,14926,14638
7,14922,14636
7,14918,14632
7,14915,14629
7,14913,14627
7,14899,14613
7,14897,14611
7,14893,14607
7,14892,14606
7,14891,14605
7,14889,14603
7,14883,14597
7,14863,14577
7,14844,14564
7,14836,14556
7,14824,14544
7,14813,14533
7,14812,14532
7,14811,14531
7,14796,14517
7,14784,14505
7,14775,14496
7,14765,14488
7,14763,14486
7,14756,14479
7,14753,14476
7,14750,14473
7,14747,14470
7,14746,14469
7,14745,14468
7,14741,14464
7,14721,14445
7,14710,14434
7,14704,14428
7,14676,14400
7,14615,14339
7,14613,14337
7,14612,14336
7,14602,14326
7,14576,14300
7,14573,14297
7,14566,14290
7,14521,14245
7,14487,14211
7,14472,14198
7,14462,14188
7,14459,14185
7,14438,14164
7,14434,14160
7,14394,14120
7,14390,14116
7,14382,14108
7,14368,14094
7,14349,14075
7,14291,14017
7,14280,14006
7,14271,13997
7,14269,13995
7,14265,13991
7,14260,13986
7,14240,13966
7,14223,13949
7,14222,13948
7,14219,13945
7,14206,13932
7,14196,13922
7,14190,13916
7,14182,13908
7,14175,13901
7,14165,13892
7,14162,13889
7,14156,13883
7,14142,13869
7,14129,13856
7,14128,13855
7,14077,13806
7,14073,13802
7,14063,13794
7,14060,13791
7,14047,13778
7,14046,13777
7,14011,13743
7,13987,13719
7,13951,13683
7,13944,13676
7,13938,13670
7,13934,13666
7,13925,13657
7,13920,13652
7,13905,13637
7,13902,13634
7,13899,13631
7,13891,13623
7,13889,13621
7,13882,13614
7,13874,13606
7,13871,13603
7,13853,13585
7,13841,13573
7,13839,13571
7,13822,13554
7,13818,13550
7,13816,13548
7,13811,13543
7,13809,13541
7,13801,13533
7,13799,13531
7,13797,13529
7,13796,13528
7,13777,13509
7,13764,13495
7,13763,13494
7,13758,13489
7,13753,13484
7,13741,13472
7,13740,13471
7,13706,13438
7,13691,13425
7,13686,13421
7,13666,13401
7,13655,13390
7,13653,13388
7,13648,13383
7,13639,13374
7,13625,13360
7,13620,13355
7,13614,13349
7,13601,13336
7,13589,13325
7,13588,13324
7,13572,13308
7,13561,13297
7,13539,13275
7,13523,13260
7,13513,13250
7,13510,13247
7,13500,13237
7,13485,13223
7,13469,13207
7,13443,13181
7,13427,13165
7,13426,13164
7,13417,13155
7,13388,13128
7,13358,13098
7,13344,13084
7,13335,13075
7,13319,13059
7,13282,13022
7,13274,13014
7,13269,13009
7,13262,13002
7,13250,12990
7,13247,12987
7,13246,12986
7,13239,12979
7,13235,12975
7,13222,12962
7,13210,12950
7,13184,12923
7,13182,12921
7,13180,12919
7,13172,12911
7,13169,12908
7,13165,12904
7,13152,12892
7,13148,12888
7,13144,12884
7,13135,12875
7,13134,12874
7,13119,12859
7,13108,12848
7,13103,12843
7,13098,12838
7,13094,12834
7,13080,12823
7,13076,12819
7,13075,12818
7,13071,12816
7,13032,12777
7,13022,12767
7,13013,12759
7,12969,12718
7,12963,12712
7,12948,12697
7,12942,12691
7,12938,12687
7,12936,12685
7,12922,12671
7,12921,12670
7,12915,12664
7,12902,12651
7,12890,12639
7,12879,12628
7,12868,12617
7,12818,12570
7,12817,12569
7,12811,12563
7,12806,12558
7,12803,12555
7,12792,12544
7,12751,12503
7,12749,12501
7,12727,12479
7,12715,12467
7,12698,12450
7,12686,12439
7,12681,12434
7,12677,12430
7,12669,12422
7,12660,12413
7,12658,12411
7,12655,12408
7,12654,12407
7,12651,12404
7,12647,12400
7,12635,12389
7,12627,12381
7,12607,12361
7,12589,12343
7,12568,12321
7,12565,12318
7,12561,12314
7,12551,12304
7,12529,12286
7,12518,12276
7,12517,12275
7,12511,12269
7,12509,12267
7,12492,12250
7,12456,12214
7,12446,12204
7,12443,12201
7,12433,12191
7,12431,12189
7,12423,12181
7,12416,12174
7,12381,12139
7,12365,12123
7,12341,12100
7,12334,12093
7,12292,12053
7,12260,12022
7,12233,11995
7,12232,11994
7,12217,11979
7,12192,11955
7,12188,11951
7,12170,11933
7,12125,11888
7,12115,11879
7,12112,11876
7,12097,11862
7,12084,11849
7,12078,11843
7,12075,11840
7,12064,11830
7,12063,11829
7,12062,11828
7,12056,11822
7,12054,11820
7,12041,11807
7,12033,11799
7,12025,11791
7,12013,11779
7,12010,11776
7,12009,11775
7,12007,11773
7,11971,11737
7,11968,11734
7,11967,11733
7,11960,11726
7,11941,11707
7,11922,11688
7,11911,11677
7,11910,11676
7,11907,11673
7,11901,11667
7,11898,11664
7,11879,11645
7,11859,11626
7,11823,11592
7,11788,11557
7,11771,11540
7,11763,11532
7,11757,11526
7,11733,11502
7,11713,11482
7,11694,11463
7,11672,11441
7,11663,11432
7,11660,11429
7,11638,11407
7,11631,11400
7,11625,11394
7,11621,11390
7,11620,11389
7,11600,11369
7,11591,11360
7,11583,11352
7,11574,11343
7,11571,11340
7,11569,11338
7,11561,11330
7,11555,11324
7,11551,11320
7,11550,11319
7,11548,11317
7,11543,11312
7,11538,11307
7,11504,11244
7,11501,11272
7,11499,11270
7,11496,11267
7,11495,11266
7,11483,11255
7,11482,11254
7,11480,11253
7,11465,11238
7,11457,11230
7,11452,11225
7,11432,11205
7,11425,11200
7,11420,11197
7,11413,11190
7,11410,11187
7,11381,11160
7,11379,11158
7,11374,11153
7,11365,11144
7,11359,11138
7,11352,11131
7,11345,11124
7,11326,11105
7,11324,11103
7,11320,11099
7,11316,11095
7,11295,11074
7,11279,11059
7,11277,11057
7,11266,11046
7,11265,11045
7,11261,11041
7,11258,11038
7,11242,11023
7,11235,11016
7,11231,11012
7,11229,11010
7,11180,10961
7,11178,10959
7,11172,10953
7,11151,10932
7,11130,10911
7,11113,10894
7,11104,10885
7,11080,10861
7,11076,10857
7,11063,10844
7,11058,10839
7,11052,10834
7,11039,10821
7,11034,10816
7,11028,10810
7,11016,10798
7,10994,10776
7,10977,10759
7,10968,10750
7,10962,10744
7,10942,10724
7,10934,10716
7,10933,10715
7,10914,10696
7,10896,10679
7,10875,10659
7,10869,7008
7,10858,10643
7,10856,10641
7,10837,10622
7,10830,10615
7,10779,10565
7,10776,10562
7,10737,10523
7,10730,10516
7,10718,10504
7,10716,10502
7,10714,10500
7,10710,10496
7,10700,10486
7,10690,10476
7,10684,10470
7,10676,10462
7,10669,10455
7,10664,10450
7,10659,10445
7,10657,10443
7,10640,10426
7,10623,10410
7,10616,10403
7,10613,10400
7,10609,10396
7,10607,10394
7,10600,10387
7,10598,10385
7,10582,10369
7,10577,10364
7,10560,10349
7,10546,10337
7,10517,10311
7,10513,10307
7,10512,10306
7,10508,10302
7,10498,10292
7,10490,10284
7,10488,10282
7,10487,10281
7,10485,10280
7,10475,10272
7,10466,10263
7,10450,10247
7,10447,10244
7,10431,10228
7,10427,10224
7,10423,10220
7,10417,10214
7,10406,10203
7,10405,10202
7,10396,10193
7,10392,10189
7,10379,10176
7,10377,10174
7,10376,10173
7,10370,10167
7,10363,10160
7,10328,10125
7,10324,10122
7,10315,10113
7,10312,10110
7,10311,10109
7,10304,10102
7,10300,10099
7,10290,10089
7,10287,10086
7,10280,10079
7,10271,10071
7,10261,10061
7,10255,10055
7,10240,10040
7,10238,10038
7,10230,10031
7,10227,10028
7,10221,10022
7,10220,10021
7,10215,10016
